baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000003509,17.892082839859,0.319723401575071,0.393957974000896,0.811567280459067,0.417039972322002,0.58000179110637
ENSG00000003756,47.392145371429,-0.686217207066979,0.240644115353573,-2.85158523847025,0.00435018211929392,0.0161693392500208
ENSG00000003987,0,NA,NA,NA,NA,NA
ENSG00000003989,8.83240569719413,0.84061512577346,0.585004512260072,1.43693784946355,0.150735654006882,0.279104016149889
ENSG00000004059,78.2046525499674,-0.59897597833966,0.204879931888402,-2.92354635624304,0.00346068691340668,0.0133341138460473
ENSG00000004139,21.6543163049159,0.0627432295934329,0.367597857474333,0.170684426793249,0.864471908746193,0.920424381599886
ENSG00000004142,142.058560540917,-0.410905185014851,0.146135505598285,-2.81180937741713,0.00492636892069875,0.0179178429736975
ENSG00000004399,201.391196904354,1.05934442795223,0.137099904578098,7.72680645702984,1.1027811545185e-14,3.99099189530376e-13
ENSG00000004455,132.065395769927,0.0625622597952366,0.153277384793323,0.408163669282293,0.683153518880883,0.795092314154408
ENSG00000004468,0,NA,NA,NA,NA,NA
ENSG00000004478,219.413382592328,-0.861286379261316,0.128689255572391,-6.69276059940232,2.18999261923522e-11,5.05367192600502e-10
ENSG00000004487,102.952625292025,-0.050714169586425,0.178826846148562,-0.283593714694793,0.776721754389169,0.861360044217226
ENSG00000004534,75.9562446833685,-0.396159370089165,0.197119427193626,-2.00974290423453,0.0444584065092051,0.108126082632335
ENSG00000004660,6.59082405115998,-0.167968370522617,0.699632281438615,-0.240080932482465,0.810267515663999,0.883675393144793
ENSG00000004700,64.0377335110909,-0.330725813829255,0.213293999366936,-1.55056314200521,0.121006410765908,0.235969657372131
ENSG00000004766,22.2937339365555,-0.751188966123615,0.370934718864174,-2.0251244435242,0.0428545875418393,0.105277544693015
ENSG00000004776,0.467963717469237,0.402173219604587,3.68541614612318,0.109125592242181,0.91310287642856,NA
ENSG00000004777,10.5836222718205,0.337576638116775,0.516468363363917,0.653625007963768,0.513353428464023,0.664915818941436
ENSG00000004779,22.1635206588687,-0.108180130039345,0.357904549651442,-0.302259723003521,0.762454079566243,0.850687542868179
ENSG00000004799,5.89236473873127,1.44847904785319,0.761935140578623,1.90105295150607,0.0572950772459297,0.131560562701192
ENSG00000004809,0,NA,NA,NA,NA,NA
ENSG00000004838,4.49747803010977,2.70929067894011,1.05620770626191,2.56511163749102,0.0103142613476941,0.0333209252943795
ENSG00000004846,0,NA,NA,NA,NA,NA
ENSG00000004848,0,NA,NA,NA,NA,NA
ENSG00000004864,32.8239204404717,-1.81173277713974,0.326337854812101,-5.55170891278582,2.82890371248258e-08,3.90467658472712e-07
ENSG00000004866,25.0830285681126,-1.02402725734063,0.331219855359673,-3.09168439261781,0.00199024329859774,0.00828830481745529
ENSG00000004897,99.9633553048222,-0.46364537639808,0.171789544588888,-2.69891498640175,0.00695659446981417,0.0238718660367952
ENSG00000004939,0.127771078501976,0.454663082568031,4.0804728567969,0.111424116401287,0.91128003701051,NA
ENSG00000004948,0,NA,NA,NA,NA,NA
ENSG00000004961,36.5888911534664,-0.170747301507937,0.269627409479092,-0.633271305160752,0.526556488436216,0.676281555068258
ENSG00000004975,62.6886856176339,0.144451448895632,0.211787458945731,0.682058558210693,0.495201923839325,0.648641079266234
ENSG00000005001,4.79904339542465,0.565849622629568,0.789679276137683,0.716556252301738,0.473647946343084,0.629973846166966
ENSG00000005007,100.439310564322,-0.333349280212166,0.174469407119635,-1.91064603081723,0.0560500847126577,0.129463131532754
ENSG00000005020,101.090135216731,1.36882288974317,0.183297177105287,7.4677794353424,8.15593996138833e-14,2.70129100774732e-12
ENSG00000005022,245.085905998258,0.141571644430152,0.115262964581122,1.22824920341619,0.219353433218558,0.367978094075406
ENSG00000005059,15.5653271758149,-0.157368834955706,0.423094291888584,-0.37194743104014,0.709931989635352,0.815827978795644
ENSG00000005073,8.46363203282922,1.07494615624492,0.598368481698744,1.7964618610813,0.0724210930899503,0.158610210962167
ENSG00000005075,122.737366904286,0.0157136923366106,0.174822357600251,0.0898837685997897,0.928379579717893,0.957083040634621
ENSG00000005100,65.6204756341998,-0.576683375607454,0.206725509212487,-2.78960916726876,0.00527717023363701,0.0189824610731408
ENSG00000005102,2.11890201115868,4.28517983242151,1.62634561984228,2.63485189134464,0.00841740031896652,0.0280601112599141
ENSG00000005108,0,NA,NA,NA,NA,NA
ENSG00000005156,66.9131251976682,-0.930502635071869,0.21259533184222,-4.37687237536548,1.20394421135005e-05,9.53770646450189e-05
ENSG00000005175,68.2217020378165,-0.432098622853802,0.220977325305543,-1.95539801315064,0.0505361104602082,0.119919207901578
ENSG00000005187,2.3225258024644,1.58266830408065,1.31455913726862,1.20395367481839,0.228607484158095,0.379257362470686
ENSG00000005189,9.12994510499648,-0.455532262001765,0.559204105813733,-0.814608221337881,0.415296602989887,0.578085593116876
ENSG00000005194,27.998508030429,-0.511632148492579,0.317943729625806,-1.60919087504801,0.107574611069836,0.215905867584773
ENSG00000005206,19.2427483414853,1.38652753648463,0.420919158907207,3.29404710416211,0.000987559475004774,0.00454369224499871
ENSG00000005238,31.5992683602975,1.33956491675204,0.320178735377957,4.1838035095327,2.86671915283836e-05,0.000205589070999592
ENSG00000005243,5.01349244271748,-0.0343155853069617,0.757536130447071,-0.0452989420936396,0.96386903066147,0.977840057223772
ENSG00000005249,7.17190617058827,3.50441237897248,0.971658318935251,3.60663034595601,0.00031019907023912,0.001674330230705
ENSG00000005302,22.8330344806706,-1.25218077358815,0.360692687921262,-3.47160010590927,0.00051736639487622,0.00260212631825877
ENSG00000005339,148.204768321907,-1.00404853591051,0.149132208954653,-6.73260687914716,1.66649886447889e-11,3.98188569261478e-10
ENSG00000005379,9.73137187320995,0.0630344641576436,0.545058282572428,0.115647199892367,0.907932153737541,0.946591996708659
ENSG00000005381,0,NA,NA,NA,NA,NA
ENSG00000005421,0,NA,NA,NA,NA,NA
ENSG00000005436,8.87046735995153,-0.550090632594888,0.559613932653718,-0.982982374985431,0.325616113193607,0.48729116364768
ENSG00000005448,41.511701303463,0.859043154650747,0.269829758874444,3.18364867623987,0.00145431406070783,0.00635614492865473
ENSG00000005469,11.3573062346263,0.610155818909099,0.501422689709393,1.21684924003484,0.223661581458842,0.372886578166999
ENSG00000005471,4.84935179777178,0.174458174085284,0.788058156047517,0.221377283829247,0.824798678532137,0.892985245681128
ENSG00000005483,181.591580838894,-0.360211709471532,0.15670674543201,-2.2986356361272,0.0215256382001746,0.0605722396385722
ENSG00000005486,239.687700408275,1.56415676542415,0.132184579037738,11.8331258972167,2.63155792436084e-32,4.19860822383507e-30
ENSG00000005513,1.06886385701899,3.31241893045423,2.15219932016993,1.53908557604818,0.123783405886469,NA
ENSG00000005700,39.2577849142671,-1.14857836375021,0.281238138435117,-4.08400642295955,4.42658063600994e-05,0.000302680200355371
ENSG00000005801,26.123474433714,-0.0662450336863319,0.327548659070284,-0.202244863020847,0.839725302095248,0.903476472517533
ENSG00000005810,141.963581455117,0.208001242493976,0.157608685830292,1.31973210358435,0.186924477472663,0.327073749615493
ENSG00000005812,35.1876347713261,-1.75291048779005,0.300999036057163,-5.82364153304847,5.75790086655714e-09,8.91813497473641e-08
ENSG00000005844,0.40665946472778,1.91336087821269,3.9960809573715,0.478809338104911,0.632074272881051,NA
ENSG00000005882,92.2783659450799,0.751260620283139,0.181003886427605,4.15052204187679,3.31717819887443e-05,0.000233714577943489
ENSG00000005884,712.810583789413,0.281782215312937,0.0985465699508857,2.85938125957478,0.00424468293315387,0.0158449929726784
ENSG00000005889,42.1993733001582,-1.72975260829321,0.270818440480568,-6.38713008325342,1.69027849027696e-10,3.38466292020641e-09
ENSG00000005893,135.442766339608,0.963211048725002,0.157959868557314,6.09782128538246,1.07523858473367e-09,1.90386516948428e-08
ENSG00000005961,2.68080509327979,1.78905902642702,1.28094661954142,1.3966694623602,0.162512991344102,0.295221322914273
ENSG00000005981,21.0512279027418,-1.86602022203876,0.389925469869724,-4.78558177454324,1.70492750761256e-06,1.64057810362874e-05
ENSG00000006007,73.0429166979736,0.749850888987676,0.211291270995069,3.54889667451135,0.000386848845073177,0.00202257334855384
ENSG00000006015,28.5417818118836,0.682330811277612,0.337788969303467,2.0199913948777,0.0433842801278915,0.106139307434628
ENSG00000006016,26.5619691436716,7.94294801753557,1.20454335225099,6.59415703278111,4.27678848662249e-11,9.4222768092593e-10
ENSG00000006025,22.2704754782578,0.464599352982196,0.379346823655286,1.22473505512828,0.220675061632627,0.369401688233859
ENSG00000006042,30.776940078178,-0.420861557974282,0.305034409234604,-1.37971830466705,0.167673394717139,0.302080843954943
ENSG00000006047,63.3129266966133,-0.102433070936579,0.221529122603402,-0.462390992808482,0.643800957370397,0.766978611438133
ENSG00000006059,0,NA,NA,NA,NA,NA
ENSG00000006062,87.8784288622197,0.922848903183326,0.197429683247622,4.67431689097057,2.94933639751057e-06,2.71141595206083e-05
ENSG00000006071,2.18442294304117,4.33949916190401,1.5981029478337,2.71540651857653,0.00661944612705248,0.0228949514296515
ENSG00000006116,0,NA,NA,NA,NA,NA
ENSG00000006118,70.7995765524428,1.87294600941058,0.235065890945474,7.96774896552318,1.61590689223805e-15,6.34307578492809e-14
ENSG00000006125,436.413860919114,-0.300048163110641,0.108744806964128,-2.75919532607767,0.00579438899444382,0.020534307117162
ENSG00000006128,0,NA,NA,NA,NA,NA
ENSG00000006194,19.6943363143053,-0.113694723101622,0.375455302103725,-0.302818264822937,0.762028363246681,0.850512968076743
ENSG00000006210,7.43820841648647,1.25950965971219,0.66286241760159,1.90010721119087,0.0574190515656375,0.131804437984364
ENSG00000006282,58.7056219037463,0.289640408654442,0.217637721030864,1.33083735338952,0.183242534184636,0.32222715361835
ENSG00000006283,25.4844019195085,5.40489780429866,0.871546736185281,6.20150082594037,5.59272267905056e-10,1.02958832644854e-08
ENSG00000006327,120.508460555715,-0.334116182035335,0.157734042185076,-2.11822493994861,0.0341560219742434,0.0877436035411745
ENSG00000006377,8.77015000945569,0.830823908292394,0.587056416731056,1.41523690843671,0.156999046368549,0.287812188042565
ENSG00000006432,58.4836742391458,-0.373616970931914,0.224870064198618,-1.66147936259721,0.096617210343881,0.198615429077654
ENSG00000006451,50.6757851836363,0.166718034219051,0.238232853684795,0.699811262973977,0.484045179989388,0.638366579031423
ENSG00000006453,142.252838982052,0.376496571175011,0.150085193091225,2.5085523989443,0.0121226986935135,0.0379406461114434
ENSG00000006459,28.2384986377901,0.148225172420683,0.311581096115911,0.475719401043324,0.634274297219428,0.758660228166542
ENSG00000006468,8.63191022574443,0.541673954400345,0.614275840622911,0.881808983161468,0.377880112960483,0.542944235122267
ENSG00000006530,27.2794639434668,-1.143863038588,0.322799959343967,-3.54356624118757,0.000394754129007629,0.00205665792353062
ENSG00000006534,28.9810364605755,-0.363492984548823,0.306935289984844,-1.18426585801447,0.236307839425727,0.388651266987621
ENSG00000006555,4.28184230284121,-0.494012711846611,0.855893749987961,-0.577189296981734,0.563811586478467,0.705263557592944
ENSG00000006576,74.345920616215,-0.257413286107194,0.195296211101296,-1.31806595046373,0.187481571557275,0.327816587174977
ENSG00000006606,4.14257710901143,4.22277228240509,1.37634043031871,3.06811613564767,0.00215412883817661,0.00887613543484158
ENSG00000006607,43.2397893471593,0.305948391094169,0.255624484293409,1.19686653623914,0.231358579210149,0.382282694690445
ENSG00000006611,19.7379170698148,2.87833563163226,0.518811619168996,5.54793980181598,2.89055357435569e-08,3.98236155397305e-07
ENSG00000006625,25.037174587313,-1.00441523034842,0.337160537096064,-2.97904149459295,0.00289151618137011,0.0114656111969989
ENSG00000006634,73.8804388524484,-1.11263351604284,0.197909215460403,-5.6219388948336,1.88826060184234e-08,2.70183325073642e-07
ENSG00000006638,6.14967112787804,2.80698404651705,0.936825229099764,2.99627290056481,0.00273301724786227,0.0109247063372253
ENSG00000006652,169.8816577478,0.457471284287194,0.137303194561733,3.33183277889073,0.00086276080681853,0.00404987182903301
ENSG00000006659,1.22748861468885,2.25122067105473,2.09589644653781,1.07410873031132,0.282773952134772,0.440134260125432
ENSG00000006695,25.025085567595,-1.63009137444575,0.366454945184151,-4.44827227976578,8.65637560819665e-06,7.1589432767803e-05
ENSG00000006704,77.6044437107991,0.188027348521801,0.197984397145166,0.94970791250755,0.342260688153555,0.506024720089922
ENSG00000006712,106.419432699575,-0.405899507418783,0.167745746575689,-2.41973054879001,0.0155320114142839,0.046352370346972
ENSG00000006715,54.1349081692076,-0.117404864992571,0.22658821988455,-0.518141962774547,0.604359224285573,0.736790910356531
ENSG00000006740,4.87642030552484,2.00466041871345,0.903558186436087,2.21862902556442,0.0265119731892134,0.0717593320287393
ENSG00000006744,124.471662748947,-0.287471032004925,0.161235161071202,-1.78293016296846,0.0745976723305384,0.161919289356426
ENSG00000006747,0.151117307723828,0.454663082568031,4.0804728567969,0.111424116401287,0.91128003701051,NA
ENSG00000006756,24.628062519525,-0.918318628034536,0.336567638865351,-2.72848165417925,0.00636266292555819,0.0222019520129891
ENSG00000006757,20.1367888749157,-0.101848351860508,0.369899647582188,-0.275340494445533,0.783054656225253,0.864828060221087
ENSG00000006788,0,NA,NA,NA,NA,NA
ENSG00000006831,134.163817003453,0.420291616108223,0.159628157844413,2.63294159240924,0.00846489028969506,0.0281934999143648
ENSG00000006837,1.12116089541475,-0.149141510415729,1.96653893385105,-0.0758395920103484,0.939546716941814,NA
ENSG00000007001,0,NA,NA,NA,NA,NA
ENSG00000007038,0,NA,NA,NA,NA,NA
ENSG00000007047,67.7620721033312,1.52007550458486,0.224983884161331,6.7563750632683,1.41486873608926e-11,3.44449973268586e-10
ENSG00000007062,0,NA,NA,NA,NA,NA
ENSG00000007080,69.1385832418808,0.775231449376721,0.22744085588139,3.40849688756449,0.000653218303628434,0.00317889576557517
ENSG00000007129,5.04503000868023,-0.295068747711037,0.780799108578341,-0.377906102183301,0.705500349144769,0.81198457131894
ENSG00000007168,152.054452905225,-0.445672341359793,0.14456890563274,-3.0827676214965,0.0020508523277464,0.00852157570403278
ENSG00000007171,7.06785999400568,1.60934654742973,0.694938348293687,2.31581197293434,0.0205685372255833,0.0582657417627348
ENSG00000007174,0,NA,NA,NA,NA,NA
ENSG00000007202,430.835278158354,0.00712309992330757,0.105354900787558,0.0676105228144148,0.946095678574741,0.967415593597409
ENSG00000007216,0,NA,NA,NA,NA,NA
ENSG00000007237,9.03118364100979,5.39692101453092,1.25994076811766,4.28347201003256,1.83999255015787e-05,0.000138709085805068
ENSG00000007255,11.8197661534942,1.74983772467628,0.546094736592049,3.20427502304142,0.00135403066742284,0.00596987249029366
ENSG00000007264,2.47014012363762,3.44621536362065,1.53419113149593,2.24627511714292,0.0246863913583678,0.0676573097479611
ENSG00000007306,0,NA,NA,NA,NA,NA
ENSG00000007312,0.941092778517017,3.12713852315846,2.2989490886305,1.36024696615675,0.173751784681403,NA
ENSG00000007314,12.4882101285082,4.95706567746765,1.08452786534931,4.57071305942984,4.86067453544453e-06,4.27014143025021e-05
ENSG00000007341,10.505049865703,-1.26673074035307,0.554737450412258,-2.28347795774685,0.0224022297998771,0.0625838650925156
ENSG00000007350,52.1225989822315,1.33426565963394,0.261564496185363,5.10109620798223,3.37691839360899e-07,3.79308971418397e-06
ENSG00000007372,40.3126634167539,-0.0851656196765414,0.259895696638396,-0.327691534635282,0.743144904680888,0.83902161932693
ENSG00000007376,50.5092973203979,0.582998026359508,0.237440129729774,2.45534748916709,0.0140748461383543,0.0428977734328777
ENSG00000007384,28.4675299467168,0.445063459306192,0.312472044894088,1.42433048517043,0.154350826715272,0.284115812777721
ENSG00000007392,17.6451751868029,0.508470449551609,0.411541508754357,1.23552652341348,0.216634611492331,0.364860881421477
ENSG00000007402,17.6524994957187,0.950586093406914,0.40961075581515,2.3207058894613,0.0203027226545667,0.0576337858711424
ENSG00000007516,65.6024858792747,5.02253387634357,0.484998277432273,10.3557767316915,3.9397564498676e-25,3.9233628324252e-23
ENSG00000007520,26.7846749851733,-0.0510071380599639,0.315449236365588,-0.16169681894823,0.871544609687742,0.925285990133514
ENSG00000007541,55.1425783728755,0.992347527856911,0.234552809658344,4.23080639836458,2.32855024997037e-05,0.000171643978912776
ENSG00000007545,36.9573625889283,0.108410060175881,0.27608710377423,0.392666150261525,0.694566074764376,0.804337112101288
ENSG00000007866,33.6554822101054,-0.0070535328896598,0.283823699459126,-0.0248518108357459,0.980173164730725,0.987658026262966
ENSG00000007908,0,NA,NA,NA,NA,NA
ENSG00000007923,44.2191625645397,-1.02691611159962,0.251159362226542,-4.0887032937811,4.33791281560812e-05,0.000297206403052889
ENSG00000007933,0,NA,NA,NA,NA,NA
ENSG00000007944,18.4275414885973,0.688280794916576,0.397393006221046,1.73199020652549,0.0832753061614005,0.176469436278615
ENSG00000007952,0,NA,NA,NA,NA,NA
ENSG00000007968,17.4453139956275,-2.15734426926805,0.465483955681662,-4.63462648483513,3.57582541586925e-06,3.22737819468783e-05
ENSG00000008018,86.2219152465325,-0.151836686550297,0.180806743691394,-0.839773359391151,0.40103547320064,0.564364080747716
ENSG00000008056,31.8544066719672,4.9819399883979,0.684407216577173,7.27920435046456,3.35794707051571e-13,1.01477023691063e-11
ENSG00000008083,55.0861114593332,1.0854714623706,0.243452567182569,4.45865687485888,8.24748243812023e-06,6.86349660217767e-05
ENSG00000008086,60.4215829958371,0.943836534350224,0.231629761426862,4.07476365962689,4.60611013474026e-05,0.000313655172920037
ENSG00000008118,0.422225464582002,1.96308489735758,3.99308871391769,0.491620657090677,0.622987537518273,NA
ENSG00000008128,19.4977625780992,-0.247208423679557,0.414311605558679,-0.596672698429984,0.550725923829778,0.694900941218004
ENSG00000008130,46.6726116651408,0.0366537011209753,0.239463261584265,0.153066073177481,0.878346170235373,0.929328328148351
ENSG00000008196,0,NA,NA,NA,NA,NA
ENSG00000008197,0,NA,NA,NA,NA,NA
ENSG00000008226,2.86358123599763,1.40671634266793,1.14620759132069,1.22727885709349,0.21971779943528,0.36833947667164
ENSG00000008256,314.134624494736,0.783229366940073,0.110616945372083,7.0805550117617,1.43578253084067e-12,4.0272478624979e-11
ENSG00000008277,36.5593634445377,-0.517303342920946,0.271151184427387,-1.90780410571829,0.0564165399249836,0.130086809542643
ENSG00000008282,83.2349173234811,-0.113245670253737,0.190188409201609,-0.595439389440875,0.5515498024998,0.695200133324161
ENSG00000008283,29.9128811027581,-0.0428999382756034,0.307311022382582,-0.139597785796943,0.888977790169397,0.935186901073038
ENSG00000008294,209.096186154179,1.11533399284919,0.129292534518616,8.62643769032624,6.329245843947e-18,3.2952052572802e-16
ENSG00000008300,56.9040310164416,0.302220214699692,0.227535778296148,1.32823161685956,0.184101602581142,0.323341522253254
ENSG00000008311,26.7938490856647,0.382278814507067,0.321754798293639,1.18810602525403,0.234791640841292,0.386663525727313
ENSG00000008323,23.5056570672647,2.16510537742356,0.408746047473618,5.29694511006447,1.17756073268891e-07,1.45363112742413e-06
ENSG00000008324,11.3403765321278,-0.326570303406959,0.510623013908444,-0.639552653350469,0.52246347204218,0.672692102832383
ENSG00000008382,16.8838548559943,1.84549365207244,0.465280226363808,3.96641324411114,7.29623161644873e-05,0.000469865178852482
ENSG00000008394,1.52773553178997,-3.23148075423702,1.81686851510884,-1.77859912666461,0.0753055073956306,0.163169263834166
ENSG00000008405,29.5624695694916,-0.57575716334789,0.30674469967383,-1.87699140021037,0.0605192725367933,0.137395608498297
ENSG00000008438,0,NA,NA,NA,NA,NA
ENSG00000008441,88.8447593142705,-0.146742217025845,0.177498858873115,-0.826722030538481,0.408394631564593,0.57193565148612
ENSG00000008513,42.5813974244238,1.01015273881809,0.26758227444271,3.77511081749315,0.000159936546466843,0.000945096963948634
ENSG00000008516,3.47769695735567,5.01715450990077,1.4240822124261,3.52307926194334,0.000426563770860787,0.00219616697849839
ENSG00000008517,14.4373962913709,2.86209817644677,0.600983169857579,4.76235994616127,1.91341990683181e-06,1.82815998567742e-05
ENSG00000008710,78.1850693405457,0.876336485965342,0.210209111696247,4.16887964034428,3.06100569722274e-05,0.000217942430592088
ENSG00000008735,12.626591308472,3.93707296691325,0.812755624111229,4.8441042425496,1.27184149691033e-06,1.26315824171054e-05
ENSG00000008838,64.2496369067652,-1.05078420028932,0.214231632585718,-4.90489750559539,9.3476136911367e-07,9.6185778050684e-06
ENSG00000008853,48.599074052933,0.540055483118797,0.260028311215286,2.07691032024458,0.0378098370628807,0.0951046554227875
ENSG00000008869,44.6698319271839,0.333722549202766,0.261792026407074,1.27476208417381,0.20239346471405,0.346940183621427
ENSG00000008952,112.299421288441,-0.775537309618293,0.167907699623977,-4.61883112778676,3.85907761032851e-06,3.45361843076323e-05
ENSG00000008988,343.764056354039,-0.0448579581038858,0.110895129051137,-0.404507921021493,0.685839254295779,0.797155166476638
ENSG00000009307,241.018653779083,-1.08487344303263,0.118830300877276,-9.12960276144588,6.87510962886214e-20,4.43534246404593e-18
ENSG00000009335,170.897797632296,0.153851510139673,0.134367929181706,1.14500172084679,0.252208444528685,0.407078092017472
ENSG00000009413,36.5838116005522,-0.822511251655443,0.274636375356158,-2.99491009007376,0.00274525749471877,0.0109588729369484
ENSG00000009694,5.8036039000966,4.73963239107128,1.30699153216875,3.62636809376003,0.000287435541959145,0.00156570065036336
ENSG00000009709,0,NA,NA,NA,NA,NA
ENSG00000009724,0,NA,NA,NA,NA,NA
ENSG00000009765,0,NA,NA,NA,NA,NA
ENSG00000009780,14.8129429884562,0.836161527447904,0.463390380360946,1.80444299857195,0.0711618874661954,0.15640647107442
ENSG00000009790,0.589093952669598,-2.95232228039541,3.10786957362482,-0.949950508042721,0.342137400968091,NA
ENSG00000009830,18.7450123152258,0.176814133880585,0.385446164260513,0.458725887750905,0.64643102133737,0.768261393240199
ENSG00000009844,29.7384120326305,-0.0423772368051876,0.323781942587909,-0.130882026546869,0.895868633102366,0.939362197847642
ENSG00000009950,39.6650695539154,3.99296733326433,0.466203807654624,8.56485354195655,1.08213304104947e-17,5.48009899764231e-16
ENSG00000009954,385.084760002998,-0.96099839071411,0.104570524367815,-9.18995478433202,3.93006523902237e-20,2.58027911577938e-18
ENSG00000010017,248.776237133074,-0.690168684518142,0.123922215055251,-5.56937014247549,2.55661849415365e-08,3.55864026418873e-07
ENSG00000010030,5.4145473274932,0.829330757862242,0.765454155987873,1.08344928481306,0.278609049959297,0.435984083874293
ENSG00000010072,13.1211563915391,0.6575436833129,0.465283180745816,1.41321180417247,0.157593456786439,0.288616602295382
ENSG00000010165,30.9805671015662,0.805638525202859,0.307843566921509,2.61703869033025,0.00886962871269689,0.0293308559926446
ENSG00000010219,10.2888717793444,-1.0513364254021,0.545967479868063,-1.92563928103587,0.054149430341741,0.126153124102803
ENSG00000010244,165.547901992075,-0.741657171635207,0.158113599023401,-4.69066023552749,2.72324863300274e-06,2.52547270103092e-05
ENSG00000010256,218.097535309585,0.627342606251783,0.127979141723128,4.90191290397136,9.49079157904952e-07,9.74563082698525e-06
ENSG00000010270,35.5481760180961,-0.409343860274016,0.284105397345338,-1.44081690843925,0.149636415300836,0.277572837883961
