ENSEMBL,SYMBOL
10212,ENSG00000157978,LDLRAP1
10213,ENSG00000157985,AGAP1
10214,ENSG00000157992,KRTCAP3
10215,ENSG00000157999,ANKRD61
10216,ENSG00000158006,PAFAH2
10217,ENSG00000158008,EXTL1
10218,ENSG00000158014,SLC30A2
10219,ENSG00000158019,BABAM2
10220,ENSG00000158022,TRIM63
10221,ENSG00000158023,CFAP251
10222,ENSG00000158042,MRPL17
10223,ENSG00000158050,DUSP2
10224,ENSG00000158055,GRHL3
10225,ENSG00000158062,UBXN11
10226,ENSG00000158077,NLRP14
10227,ENSG00000158079,PTPDC1
10228,ENSG00000158089,GALNT14
10229,ENSG00000158092,NCK1
10230,ENSG00000158104,HPD
10231,ENSG00000158106,RHPN1
10232,ENSG00000158109,TPRG1L
10233,ENSG00000158113,LRRC43
10234,ENSG00000158122,PRXL2C
10235,ENSG00000158125,XDH
10236,ENSG00000158156,XKR8
10237,ENSG00000158158,CNNM4
10238,ENSG00000158161,EYA3
10239,ENSG00000158163,DZIP1L
10240,ENSG00000158164,TMSB15A
10241,ENSG00000158169,FANCC
10242,ENSG00000158169,LOC105376156
10243,ENSG00000158186,MRAS
10244,ENSG00000158195,WASF2
10245,ENSG00000158201,ABHD3
10246,ENSG00000158220,ESYT3
10247,ENSG00000158234,FAIM
10248,ENSG00000158246,TENT5B
10249,ENSG00000158258,CLSTN2
10250,ENSG00000158270,COLEC12
10251,ENSG00000158286,RNF207
10252,ENSG00000158290,CUL4B
10253,ENSG00000158292,GPR153
10254,ENSG00000158296,SLC13A3
10255,ENSG00000158301,GPRASP2
10256,ENSG00000158301,ARMCX5-GPRASP2
10257,ENSG00000158315,RHBDL2
10258,ENSG00000158321,AUTS2
10259,ENSG00000158352,SHROOM4
10260,ENSG00000158373,H2BC5
10261,ENSG00000158402,CDC25C
10262,ENSG00000158406,H4C8
10263,ENSG00000158411,MITD1
10264,ENSG00000158417,EIF5B
10265,ENSG00000158423,RIBC1
10266,ENSG00000158427,TMSB15B
10267,ENSG00000158428,CATIP
10268,ENSG00000158435,CNOT11
10269,ENSG00000158445,KCNB1
10270,ENSG00000158457,TSPAN33
10271,ENSG00000158458,NRG2
10272,ENSG00000158467,AHCYL2
10273,ENSG00000158470,B4GALT5
10274,ENSG00000158473,CD1D
10275,ENSG00000158477,CD1A
10276,ENSG00000158480,SPATA2
10277,ENSG00000158481,CD1C
10279,ENSG00000158483,FAM86C1P
10280,ENSG00000158485,CD1B
10281,ENSG00000158486,DNAH3
10282,ENSG00000158488,CD1E
10283,ENSG00000158497,HMHB1
10284,ENSG00000158516,CPA2
10285,ENSG00000158517,NCF1
10286,ENSG00000158525,CPA5
10287,ENSG00000158526,TSR2
10288,ENSG00000158528,PPP1R9A
10289,ENSG00000158545,ZC3H18
10290,ENSG00000158552,ZFAND2B
10291,ENSG00000158553,POM121L2
10292,ENSG00000158555,GDPD5
10293,ENSG00000158560,DYNC1I1
10294,ENSG00000158571,PFKFB1
10295,ENSG00000158578,ALAS2
10296,ENSG00000158604,TMED4
10297,ENSG00000158615,PPP1R15B
10298,ENSG00000158623,COPG2
10299,ENSG00000158636,EMSY
10300,ENSG00000158639,PAGE5
10301,ENSG00000158669,GPAT4
10302,ENSG00000158683,PKD1L1
10303,ENSG00000158691,ZSCAN12
10304,ENSG00000158710,TAGLN2
10305,ENSG00000158711,ELK4
10306,ENSG00000158714,SLAMF8
10307,ENSG00000158715,SLC45A3
10308,ENSG00000158716,DUSP23
10309,ENSG00000158717,RNF166
10310,ENSG00000158731,OR10J6P
10311,ENSG00000158747,NBL1
10312,ENSG00000158747,MICOS10-NBL1
10313,ENSG00000158748,HTR6
10314,ENSG00000158764,ITLN2
10315,ENSG00000158769,F11R
10316,ENSG00000158773,USF1
10317,ENSG00000158786,PLA2G2F
10318,ENSG00000158792,SPATA2L
10319,ENSG00000158793,NIT1
10320,ENSG00000158796,DEDD
10321,ENSG00000158805,ZNF276
10322,ENSG00000158806,NPM2
10323,ENSG00000158813,EDA
10324,ENSG00000158815,FGF17
10325,ENSG00000158816,VWA5B1
10326,ENSG00000158825,CDA
10327,ENSG00000158828,PINK1
10328,ENSG00000158850,B4GALT3
10329,ENSG00000158856,DMTN
10330,ENSG00000158859,ADAMTS4
10331,ENSG00000158863,FHIP2B
10332,ENSG00000158864,NDUFS2
10333,ENSG00000158865,SLC5A11
10334,ENSG00000158869,FCER1G
10335,ENSG00000158874,APOA2
10336,ENSG00000158882,TOMM40L
10337,ENSG00000158887,MPZ
10338,ENSG00000158901,WFDC8
10339,ENSG00000158941,CCAR2
10340,ENSG00000158955,WNT9B
10341,ENSG00000158966,CACHD1
10342,ENSG00000158985,CDC42SE2
10343,ENSG00000158987,RAPGEF6
10344,ENSG00000159023,EPB41
10345,ENSG00000159055,MIS18A
10346,ENSG00000159063,ALG8
10347,ENSG00000159069,FBXW5
10348,ENSG00000159079,CFAP298
10349,ENSG00000159082,SYNJ1
10350,ENSG00000159086,PAXBP1
10351,ENSG00000159110,IFNAR2
10352,ENSG00000159111,MRPL10
10353,ENSG00000159128,IFNGR2
10354,ENSG00000159131,GART
10355,ENSG00000159140,SON
10356,ENSG00000159147,DONSON
10357,ENSG00000159164,SV2A
10358,ENSG00000159166,LAD1
10359,ENSG00000159167,STC1
10360,ENSG00000159173,TNNI1
10361,ENSG00000159176,CSRP1
10362,ENSG00000159182,PRAC1
10363,ENSG00000159184,HOXB13
10364,ENSG00000159186,ATP5POP1
10365,ENSG00000159189,C1QC
10366,ENSG00000159197,KCNE2
10367,ENSG00000159199,ATP5MC1
10368,ENSG00000159200,RCAN1
10369,ENSG00000159202,UBE2Z
10370,ENSG00000159208,CIART
10371,ENSG00000159210,SNF8
10372,ENSG00000159212,CLIC6
10373,ENSG00000159214,CCDC24
10374,ENSG00000159216,RUNX1
10375,ENSG00000159216,LOC100506403
10376,ENSG00000159217,IGF2BP1
10377,ENSG00000159224,GIP
10378,ENSG00000159228,CBR1
10379,ENSG00000159231,CBR3
10382,ENSG00000159248,GJD2
10383,ENSG00000159251,ACTC1
10384,ENSG00000159256,MORC3
10385,ENSG00000159259,CHAF1B
10386,ENSG00000159261,CLDN14
10387,ENSG00000159263,SIM2
10388,ENSG00000159267,HLCS
10389,ENSG00000159289,GOLGA6A
10390,ENSG00000159307,SCUBE1
10391,ENSG00000159314,ARHGAP27
10392,ENSG00000159322,ADPGK
10393,ENSG00000159335,PTMS
10394,ENSG00000159337,PLA2G4D
10395,ENSG00000159339,PADI4
10396,ENSG00000159346,ADIPOR1
10397,ENSG00000159348,CYB5R1
10398,ENSG00000159352,PSMD4
10399,ENSG00000159363,ATP13A2
10400,ENSG00000159374,M1AP
10401,ENSG00000159377,PSMB4
10402,ENSG00000159387,IRX6
10403,ENSG00000159388,BTG2
10404,ENSG00000159398,CES5A
10405,ENSG00000159399,HK2
10406,ENSG00000159403,C1R
10407,ENSG00000159409,CELF3
10408,ENSG00000159423,ALDH4A1
10409,ENSG00000159433,STARD9
10410,ENSG00000159445,THEM4
10411,ENSG00000159450,TCHH
10412,ENSG00000159455,LCE2B
10413,ENSG00000159459,UBR1
10414,ENSG00000159461,AMFR
10415,ENSG00000159479,MED8
10416,ENSG00000159495,TGM7
10417,ENSG00000159496,RGL4
10418,ENSG00000159516,SPRR2G
10419,ENSG00000159527,PGLYRP3
10420,ENSG00000159556,ISL2
10421,ENSG00000159579,RSPRY1
10422,ENSG00000159588,CCDC17
10423,ENSG00000159592,GPBP1L1
10424,ENSG00000159593,NAE1
10425,ENSG00000159596,TMEM69
10426,ENSG00000159618,ADGRG5
10427,ENSG00000159625,DRC7
10428,ENSG00000159640,ACE
10429,ENSG00000159648,TEPP
10430,ENSG00000159650,UROC1
10431,ENSG00000159658,EFCAB14
10432,ENSG00000159674,SPON2
10433,ENSG00000159685,CHCHD6
10434,ENSG00000159692,CTBP1
10435,ENSG00000159708,LRRC36
10437,ENSG00000159713,TPPP3
10438,ENSG00000159714,ZDHHC1
10439,ENSG00000159720,ATP6V0D1
10440,ENSG00000159723,AGRP
10441,ENSG00000159733,ZFYVE28
10442,ENSG00000159753,CARMIL2
10443,ENSG00000159761,C16orf86
10444,ENSG00000159763,PIP
10445,ENSG00000159784,FAM131B
10446,ENSG00000159788,RGS12
10447,ENSG00000159792,PSKH1
10448,ENSG00000159840,ZYX
10449,ENSG00000159842,ABR
10451,ENSG00000159871,LYPD5
10452,ENSG00000159873,CCDC117
10453,ENSG00000159882,ZNF230
10454,ENSG00000159884,CCDC107
10455,ENSG00000159885,ZNF222
10456,ENSG00000159899,NPR2
10457,ENSG00000159904,ZNF890P
10458,ENSG00000159905,ZNF221
10459,ENSG00000159915,ZNF233
10460,ENSG00000159917,ZNF235
10461,ENSG00000159921,GNE
10462,ENSG00000159958,TNFRSF13C
10463,ENSG00000159961,OR3A3
10464,ENSG00000160007,ARHGAP35
10465,ENSG00000160013,PTGIR
10466,ENSG00000160014,CALM3
10467,ENSG00000160049,DFFA
10468,ENSG00000160050,CCDC28B
10469,ENSG00000160051,IQCC
10470,ENSG00000160055,TMEM234
10471,ENSG00000160058,BSDC1
10472,ENSG00000160062,ZBTB8A
10473,ENSG00000160072,ATAD3B
10474,ENSG00000160075,SSU72
10475,ENSG00000160087,UBE2J2
10476,ENSG00000160094,ZNF362
10477,ENSG00000160097,FNDC5
10478,ENSG00000160111,CPAMD8
10479,ENSG00000160113,NR2F6
10480,ENSG00000160117,ANKLE1
10481,ENSG00000160124,MIX23
10482,ENSG00000160131,VMA21
10483,ENSG00000160145,KALRN
10484,ENSG00000160161,CILP2
10485,ENSG00000160172,FAM86C2P
10486,ENSG00000160179,ABCG1
10487,ENSG00000160180,TFF3
10488,ENSG00000160181,TFF2
10489,ENSG00000160182,TFF1
10490,ENSG00000160183,TMPRSS3
10491,ENSG00000160185,UBASH3A
10492,ENSG00000160188,RSPH1
10493,ENSG00000160190,SLC37A1
10494,ENSG00000160191,PDE9A
10495,ENSG00000160193,WDR4
10496,ENSG00000160194,NDUFV3
10497,ENSG00000160199,PKNOX1
10498,ENSG00000160200,CBS
10499,ENSG00000160200,LOC102724560
10500,ENSG00000160201,U2AF1
10501,ENSG00000160201,LOC102724594
10502,ENSG00000160202,CRYAA
10503,ENSG00000160202,LOC102724652
10504,ENSG00000160207,HSF2BP
10505,ENSG00000160208,RRP1B
10506,ENSG00000160209,PDXK
10507,ENSG00000160211,G6PD
10508,ENSG00000160213,CSTB
10509,ENSG00000160214,RRP1
10510,ENSG00000160216,AGPAT3
10511,ENSG00000160218,TRAPPC10
10512,ENSG00000160219,GAB3
10513,ENSG00000160221,GATD3
10514,ENSG00000160223,ICOSLG
10515,ENSG00000160223,LOC102723996
10516,ENSG00000160224,AIRE
10517,ENSG00000160226,CFAP410
10518,ENSG00000160229,ZNF66
10519,ENSG00000160233,LRRC3
10520,ENSG00000160255,ITGB2
10521,ENSG00000160256,SLX9
10522,ENSG00000160271,RALGDS
10523,ENSG00000160282,FTCD
10524,ENSG00000160284,SPATC1L
10525,ENSG00000160285,LSS
10526,ENSG00000160293,VAV2
10527,ENSG00000160294,MCM3AP
10528,ENSG00000160298,C21orf58
10529,ENSG00000160299,PCNT
10530,ENSG00000160305,DIP2A
10531,ENSG00000160307,S100B
10532,ENSG00000160310,PRMT2
10533,ENSG00000160318,CLDND2
10534,ENSG00000160321,ZNF208
10535,ENSG00000160323,ADAMTS13
10536,ENSG00000160325,CACFD1
10537,ENSG00000160326,SLC2A6
10538,ENSG00000160336,ZNF761
10539,ENSG00000160336,ZNF765-ZNF761
10540,ENSG00000160339,FCN2
10541,ENSG00000160345,PIERCE1
10542,ENSG00000160349,LCN1
10543,ENSG00000160352,ZNF714
10544,ENSG00000160360,GPSM1
10545,ENSG00000160392,C19orf47
10546,ENSG00000160396,HIPK4
10547,ENSG00000160401,CFAP157
10548,ENSG00000160404,TOR2A
10549,ENSG00000160408,ST6GALNAC6
10550,ENSG00000160410,SHKBP1
10551,ENSG00000160439,RDH13
10552,ENSG00000160445,ZER1
10553,ENSG00000160446,ZDHHC12
10554,ENSG00000160447,PKN3
10555,ENSG00000160460,SPTBN4
10556,ENSG00000160469,BRSK1
10557,ENSG00000160471,COX6B2
10558,ENSG00000160472,TMEM190
10559,ENSG00000160505,NLRP4
10560,ENSG00000160539,PLPP7
10561,ENSG00000160551,TAOK1
10562,ENSG00000160563,MED27
10563,ENSG00000160570,DEDD2
10564,ENSG00000160584,SIK3
10565,ENSG00000160588,MPZL3
10566,ENSG00000160593,JAML
10567,ENSG00000160602,NEK8
10568,ENSG00000160606,TLCD1
10569,ENSG00000160613,PCSK7
10570,ENSG00000160633,SAFB
10571,ENSG00000160654,CD3G
10572,ENSG00000160678,S100A1
10573,ENSG00000160679,CHTOP
10574,ENSG00000160683,CXCR5
10575,ENSG00000160685,ZBTB7B
10576,ENSG00000160688,FLAD1
10577,ENSG00000160691,SHC1
10578,ENSG00000160695,VPS11
10579,ENSG00000160703,NLRX1
10580,ENSG00000160710,ADAR
10581,ENSG00000160712,IL6R
10582,ENSG00000160714,UBE2Q1
10583,ENSG00000160716,CHRNB2
10584,ENSG00000160741,CRTC2
10585,ENSG00000160746,ANO10
10586,ENSG00000160752,FDPS
10587,ENSG00000160753,RUSC1
10588,ENSG00000160766,GBAP1
10589,ENSG00000160767,ENTREP3
10590,ENSG00000160781,PAQR6
10591,ENSG00000160783,PMF1
10592,ENSG00000160785,SLC25A44
10593,ENSG00000160789,LMNA
10594,ENSG00000160791,CCR5
10595,ENSG00000160796,NBEAL2
10596,ENSG00000160799,CCDC12
10597,ENSG00000160801,PTH1R
10598,ENSG00000160803,UBQLN4
10599,ENSG00000160808,MYL3
10600,ENSG00000160813,PPP1R35
10601,ENSG00000160818,GPATCH4
10602,ENSG00000160838,LRRC71
10603,ENSG00000160856,FCRL3
10604,ENSG00000160862,AZGP1
10605,ENSG00000160867,FGFR4
10606,ENSG00000160868,CYP3A4
10607,ENSG00000160870,CYP3A7
10608,ENSG00000160877,NACC1
10609,ENSG00000160882,CYP11B1
10610,ENSG00000160883,HK3
10611,ENSG00000160886,LY6K
10612,ENSG00000160888,IER2
10613,ENSG00000160908,ZNF394
10614,ENSG00000160917,CPSF4
10615,ENSG00000160932,LY6E
10616,ENSG00000160948,VPS28
10617,ENSG00000160949,TONSL
10618,ENSG00000160951,PTGER1
10619,ENSG00000160953,PWWP3A
10620,ENSG00000160957,RECQL4
10621,ENSG00000160959,LRRC14
10622,ENSG00000160961,ZNF333
10623,ENSG00000160963,COL26A1
10624,ENSG00000160972,PPP1R16A
10625,ENSG00000160973,FOXH1
10626,ENSG00000160991,ORAI2
10627,ENSG00000160993,ALKBH4
10628,ENSG00000160994,CCDC105
10629,ENSG00000160999,SH2B2
10630,ENSG00000161010,MRNIP
10631,ENSG00000161011,SQSTM1
10632,ENSG00000161013,MGAT4B
10633,ENSG00000161016,RPL8
10634,ENSG00000161021,MAML1
10635,ENSG00000161031,PGLYRP2
10636,ENSG00000161036,LRWD1
10637,ENSG00000161040,FBXL13
10638,ENSG00000161048,NAPEPLD
10639,ENSG00000161055,SCGB3A1
10640,ENSG00000161057,PSMC2
10641,ENSG00000161082,CELF5
10642,ENSG00000161091,MFSD12
10643,ENSG00000161103,POM121L15P
10646,ENSG00000161149,TUBA3FP
10647,ENSG00000161179,YDJC
10648,ENSG00000161180,CCDC116
10649,ENSG00000161202,DVL3
10650,ENSG00000161203,AP2M1
10651,ENSG00000161204,ABCF3
10652,ENSG00000161217,PCYT1A
10653,ENSG00000161243,FBXO27
10654,ENSG00000161249,DMKN
10655,ENSG00000161265,U2AF1L4
10656,ENSG00000161267,BDH1
10657,ENSG00000161270,NPHS1
10658,ENSG00000161277,THAP8
10659,ENSG00000161281,COX7A1
10660,ENSG00000161298,ZNF382
10661,ENSG00000161328,LRRC56
10662,ENSG00000161381,PLXDC1
10663,ENSG00000161395,PGAP3
10664,ENSG00000161405,IKZF3
10665,ENSG00000161509,GRIN2C
10666,ENSG00000161513,FDXR
10667,ENSG00000161526,SAP30BP
10668,ENSG00000161533,ACOX1
10669,ENSG00000161542,PRPSAP1
10670,ENSG00000161544,CYGB
10671,ENSG00000161547,SRSF2
10672,ENSG00000161551,ZNF577
10673,ENSG00000161558,TMEM143
10674,ENSG00000161594,KLHL10
10675,ENSG00000161609,KASH5
10676,ENSG00000161610,HCRT
10677,ENSG00000161618,ALDH16A1
10678,ENSG00000161634,DCD
10679,ENSG00000161638,ITGA5
10680,ENSG00000161640,SIGLEC11
10681,ENSG00000161642,ZNF385A
10682,ENSG00000161643,SIGLEC16
10683,ENSG00000161647,MPP3
10684,ENSG00000161649,CD300LG
10685,ENSG00000161652,IZUMO2
10686,ENSG00000161653,NAGS
10687,ENSG00000161654,LSM12
10688,ENSG00000161664,ASB16
10689,ENSG00000161671,EMC10
10690,ENSG00000161677,JOSD2
10691,ENSG00000161681,SHANK1
10692,ENSG00000161682,FAM171A2
10693,ENSG00000161692,DBF4B
10694,ENSG00000161714,PLCD3
10695,ENSG00000161791,FMNL3
10696,ENSG00000161798,AQP5
10697,ENSG00000161800,RACGAP1
10698,ENSG00000161807,OR7G1
10699,ENSG00000161813,LARP4
10700,ENSG00000161835,TAMALIN
10701,ENSG00000161847,RAVER1
10702,ENSG00000161849,KRT84
10703,ENSG00000161850,KRT82
10704,ENSG00000161860,SYCE2
10705,ENSG00000161888,SPC24
10706,ENSG00000161896,IP6K3
10707,ENSG00000161904,LEMD2
10708,ENSG00000161905,ALOX15
10709,ENSG00000161911,TREML1
10710,ENSG00000161912,ADCY10P1
10711,ENSG00000161914,ZNF653
10712,ENSG00000161920,MED11
10713,ENSG00000161921,CXCL16
10714,ENSG00000161929,SCIMP
10715,ENSG00000161939,RNASEK-C17orf49
10716,ENSG00000161940,BCL6B
10717,ENSG00000161944,ASGR2
10718,ENSG00000161955,TNFSF13
10719,ENSG00000161956,SENP3
10720,ENSG00000161958,FGF11
10721,ENSG00000161960,EIF4A1
10722,ENSG00000161970,RPL26
10723,ENSG00000161973,CCDC42
10724,ENSG00000161980,POLR3K
10725,ENSG00000161981,SNRNP25
10726,ENSG00000161992,PRR35
10727,ENSG00000161996,WDR90
10728,ENSG00000161999,JMJD8
10729,ENSG00000162004,CCDC78
10730,ENSG00000162006,MSLNL
10731,ENSG00000162009,SSTR5
10732,ENSG00000162032,SPSB3
10733,ENSG00000162039,MEIOB
10734,ENSG00000162040,HS3ST6
10735,ENSG00000162062,TEDC2
10736,ENSG00000162063,CCNF
10737,ENSG00000162065,TBC1D24
10738,ENSG00000162066,AMDHD2
10739,ENSG00000162068,NTN3
10740,ENSG00000162069,BICDL2
10741,ENSG00000162073,PAQR4
10742,ENSG00000162076,FLYWCH2
10743,ENSG00000162078,ZG16B
10744,ENSG00000162086,ZNF75A
10745,ENSG00000162104,ADCY9
10746,ENSG00000162105,SHANK2
10747,ENSG00000162129,CLPB
10748,ENSG00000162139,NEU3
10749,ENSG00000162144,CYB561A3
10750,ENSG00000162148,PPP1R32
10751,ENSG00000162174,ASRGL1
10752,ENSG00000162188,GNG3
10753,ENSG00000162191,UBXN1
10754,ENSG00000162194,LBHD1
10755,ENSG00000162222,TTC9C
10756,ENSG00000162227,TAF6L
10757,ENSG00000162231,NXF1
10758,ENSG00000162236,STX5
10759,ENSG00000162241,SLC25A45
10760,ENSG00000162244,RPL29
10761,ENSG00000162267,ITIH3
10762,ENSG00000162298,SYVN1
10763,ENSG00000162300,ZFPL1
10764,ENSG00000162302,RPS6KA4
10765,ENSG00000162337,LRP5
10766,ENSG00000162341,TPCN2
10767,ENSG00000162344,FGF19
10768,ENSG00000162365,CYP4A22
10769,ENSG00000162366,PDZK1IP1
10770,ENSG00000162367,TAL1
10771,ENSG00000162368,CMPK1
10772,ENSG00000162373,BEND5
10773,ENSG00000162374,ELAVL4
10774,ENSG00000162377,COA7
10775,ENSG00000162378,ZYG11B
10776,ENSG00000162383,SLC1A7
10777,ENSG00000162384,CZIB
10778,ENSG00000162385,MAGOH
10779,ENSG00000162390,ACOT11
10780,ENSG00000162391,FAM151A
10781,ENSG00000162396,PARS2
10782,ENSG00000162398,LEXM
10783,ENSG00000162399,BSND
10784,ENSG00000162402,USP24
10785,ENSG00000162407,PLPP3
10786,ENSG00000162408,NOL9
10787,ENSG00000162409,PRKAA2
10788,ENSG00000162413,KLHL21
10789,ENSG00000162415,ZSWIM5
10790,ENSG00000162419,GMEB1
10791,ENSG00000162426,SLC45A1
10792,ENSG00000162430,SELENON
10793,ENSG00000162433,AK4
10794,ENSG00000162434,JAK1
10795,ENSG00000162437,RAVER2
10796,ENSG00000162438,CTRC
10797,ENSG00000162441,LZIC
10798,ENSG00000162444,RBP7
10799,ENSG00000162456,KNCN
10800,ENSG00000162458,FBLIM1
10801,ENSG00000162460,TMEM82
10802,ENSG00000162461,SLC25A34
10803,ENSG00000162482,AKR7A3
10804,ENSG00000162490,DRAXIN
10805,ENSG00000162493,PDPN
10806,ENSG00000162494,LRRC38
10807,ENSG00000162496,DHRS3
10808,ENSG00000162510,MATN1
10809,ENSG00000162511,LAPTM5
10810,ENSG00000162512,SDC3
10811,ENSG00000162517,PEF1
10812,ENSG00000162520,SYNC
10813,ENSG00000162521,RBBP4
10814,ENSG00000162522,KIAA1522
10815,ENSG00000162526,TSSK3
10816,ENSG00000162542,TMCO4
10817,ENSG00000162543,UBXN10
10818,ENSG00000162545,CAMK2N1
10819,ENSG00000162551,ALPL
10820,ENSG00000162552,WNT4
10821,ENSG00000162571,TTLL10
10822,ENSG00000162572,SCNN1D
10823,ENSG00000162576,MXRA8
10824,ENSG00000162585,FAAP20
10825,ENSG00000162591,MEGF6
10826,ENSG00000162592,CCDC27
10827,ENSG00000162594,IL23R
10828,ENSG00000162595,DIRAS3
10829,ENSG00000162598,C1orf87
10830,ENSG00000162599,NFIA
10831,ENSG00000162600,OMA1
10832,ENSG00000162601,MYSM1
10833,ENSG00000162604,TM2D1
10834,ENSG00000162607,USP1
10835,ENSG00000162613,FUBP1
10836,ENSG00000162614,NEXN
10837,ENSG00000162616,DNAJB4
10838,ENSG00000162618,ADGRL4
10839,ENSG00000162620,LRRIQ3
10840,ENSG00000162621,LRRC53
10841,ENSG00000162623,TYW3
10842,ENSG00000162624,LHX8
10843,ENSG00000162627,SNX7
10844,ENSG00000162630,B3GALT2
10845,ENSG00000162631,NTNG1
10846,ENSG00000162636,EEIG2
10847,ENSG00000162639,HENMT1
10848,ENSG00000162641,AKNAD1
10849,ENSG00000162642,C1orf52
10850,ENSG00000162643,DNAI3
10851,ENSG00000162645,GBP2
10852,ENSG00000162650,ATXN7L2
10853,ENSG00000162654,GBP4
10854,ENSG00000162664,ZNF326
10855,ENSG00000162669,HFM1
10856,ENSG00000162670,BRINP3
10857,ENSG00000162676,GFI1
10859,ENSG00000162687,KCNT2
10860,ENSG00000162688,AGL
10861,ENSG00000162692,VCAM1
10862,ENSG00000162694,EXTL2
10863,ENSG00000162695,SLC30A7
10865,ENSG00000162702,ZNF281
10866,ENSG00000162704,ARPC5
10867,ENSG00000162706,CADM3
10868,ENSG00000162711,NLRP3
10869,ENSG00000162714,ZNF496
10870,ENSG00000162722,TRIM58
10871,ENSG00000162723,SLAMF9
10872,ENSG00000162727,OR2M5
10873,ENSG00000162728,KCNJ9
10874,ENSG00000162729,IGSF8
10875,ENSG00000162733,DDR2
10876,ENSG00000162734,PEA15
10877,ENSG00000162735,PEX19
10878,ENSG00000162736,NCSTN
10879,ENSG00000162738,VANGL2
10880,ENSG00000162739,SLAMF6
10881,ENSG00000162745,OLFML2B
10882,ENSG00000162746,FCRLB
10883,ENSG00000162747,FCGR3B
10884,ENSG00000162753,SLC9C2
10885,ENSG00000162755,KLHDC9
10886,ENSG00000162757,C1orf74
10887,ENSG00000162761,LMX1A
10888,ENSG00000162763,LRRC52
10889,ENSG00000162769,FLVCR1
10890,ENSG00000162771,GARIN4
10891,ENSG00000162772,ATF3
10892,ENSG00000162775,RBM15
10893,ENSG00000162777,DENND2D
10894,ENSG00000162779,AXDND1
10895,ENSG00000162782,TDRD5
10896,ENSG00000162783,IER5
10897,ENSG00000162804,SNED1
10898,ENSG00000162813,BPNT1
10899,ENSG00000162814,SPATA17
10900,ENSG00000162817,C1orf115
10901,ENSG00000162819,BROX
10902,ENSG00000162825,NBPF20
10903,ENSG00000162836,ACP6
10905,ENSG00000162843,WDR64
10906,ENSG00000162849,KIF26B
10907,ENSG00000162851,TFB2M
10908,ENSG00000162852,CNST
10909,ENSG00000162869,PPP1R21
10910,ENSG00000162873,KLHDC8A
10911,ENSG00000162877,PM20D1
10912,ENSG00000162878,PKDCC
10913,ENSG00000162881,OXER1
10914,ENSG00000162882,HAAO
10915,ENSG00000162885,B3GALNT2
10916,ENSG00000162888,C1orf147
10917,ENSG00000162889,MAPKAPK2
10918,ENSG00000162891,IL20
10919,ENSG00000162892,IL24
10920,ENSG00000162894,FCMR
10921,ENSG00000162896,PIGR
10922,ENSG00000162897,FCAMR
10923,ENSG00000162909,CAPN2
10924,ENSG00000162910,MRPL55
10925,ENSG00000162913,OBSCN-AS1
10926,ENSG00000162923,WDR26
10927,ENSG00000162924,REL
10928,ENSG00000162927,PUS10
10929,ENSG00000162928,PEX13
10930,ENSG00000162929,SANBR
10931,ENSG00000162931,TRIM17
10932,ENSG00000162944,RFTN2
10933,ENSG00000162946,DISC1
10934,ENSG00000162947,LINC01931
10935,ENSG00000162949,CAPN13
10936,ENSG00000162951,LRRTM1
10937,ENSG00000162959,MEMO1
10938,ENSG00000162961,DPY30
10939,ENSG00000162971,TYW5
10940,ENSG00000162972,MAIP1
10941,ENSG00000162975,KCNF1
10942,ENSG00000162976,SLC66A3
10943,ENSG00000162980,ARL5A
10944,ENSG00000162981,LRATD1
10945,ENSG00000162989,KCNJ3
10946,ENSG00000162992,NEUROD1
10947,ENSG00000162994,CLHC1
10948,ENSG00000162997,PRORSD1P
10949,ENSG00000162998,FRZB
10950,ENSG00000162999,DUSP19
10951,ENSG00000163001,CFAP36
10952,ENSG00000163002,NUP35
10953,ENSG00000163006,CCDC138
10955,ENSG00000163012,ZSWIM2
10956,ENSG00000163013,FBXO41
10957,ENSG00000163016,ALMS1P1
10958,ENSG00000163017,ACTG2
10959,ENSG00000163026,WDCP
10960,ENSG00000163029,SMC6
10961,ENSG00000163032,VSNL1
10962,ENSG00000163040,CCDC74A
10963,ENSG00000163041,H3-3A
10964,ENSG00000163046,ANKRD30BL
10965,ENSG00000163050,COQ8A
10966,ENSG00000163053,SLC16A14
10967,ENSG00000163060,TEKT4
10968,ENSG00000163064,EN1
10969,ENSG00000163069,SGCB
10970,ENSG00000163071,SPATA18
10971,ENSG00000163072,NOSTRIN
10972,ENSG00000163075,CFAP221
10973,ENSG00000163081,CCDC140
10974,ENSG00000163082,SGPP2
10975,ENSG00000163083,INHBB
10976,ENSG00000163092,XIRP2
10977,ENSG00000163093,BBS5
10978,ENSG00000163098,BIRC8
10979,ENSG00000163104,SMARCAD1
10980,ENSG00000163106,HPGDS
10981,ENSG00000163110,PDLIM5
10982,ENSG00000163114,PDHA2
10983,ENSG00000163116,STPG2
10984,ENSG00000163121,NEURL3
10985,ENSG00000163125,RPRD2
10986,ENSG00000163126,ANKRD23
10987,ENSG00000163131,CTSS
10988,ENSG00000163132,MSX1
10989,ENSG00000163138,PACRGL
10990,ENSG00000163141,BNIPL
10991,ENSG00000163145,C1QTNF7
10992,ENSG00000163154,TNFAIP8L2
10993,ENSG00000163155,LYSMD1
10994,ENSG00000163156,SCNM1
10995,ENSG00000163156,TNFAIP8L2-SCNM1
10996,ENSG00000163157,TMOD4
10997,ENSG00000163159,VPS72
10998,ENSG00000163161,ERCC3
